"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","5","303","15.518953805927646","3.786727264653492","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.149289999999995","2","-0.7350000000000007","2"
"1","15","245","-9.416384333282148","-1.8280409354017482","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.75","2","-0.5950000000000005","9"
"2","15","108","-0.27466232291321335","-9.333701808345007","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.6120000000000008","8"
"3","15","251","-7.1416054853644555","6.66616107154374","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9313164999999998","3","-0.7130000000000005","9"
"4","25","93","14.855375632988492","-8.061721771369532","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.14579","2","-0.4880000000000004","6"
"5","15","120","5.792073575679394","13.48105968276121","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.8266700000000007","2","-0.257","7"
"6","0","91","-4.034055475890007","-7.88958600848","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.956093099999993","3","-0.34700000000000025","0"
"7","85","188","-5.441062988879589","3.5460988869205483","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.908141499999975","3","-0.36700000000000055","4"
"8","15","170","16.05766084390798","-9.87130462502193","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.0438300000000025","2","-0.39500000000000096","3"
"9","15","117","7.794481545535538","-7.350158529187525","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","1","-0.4420000000000004","1"
"10","15","340","9.967506560205644","-4.08178037272663","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.21753","2","-0.40000000000000036","2"
"11","15","80","-3.4002123817670054","0.242503842842273","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9815799999999999","2","-0.46200000000000047","6"
"12","125","313","9.248390043911925","6.6620635673491035","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.021169999999996","2","-0.5960000000000008","8"
"13","15","87","3.8020240627118103","13.958911559188138","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.75","2","-0.2210000000000003","3"
"14","85","235","14.830218340475955","-16.293269076243128","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.973301600000006","3","-0.3720000000000008","2"
"15","25","321","-14.9015968202738","12.225745632823157","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9425446000000106","3","-0.3520000000000006","7"
"16","105","226","-5.549551692631784","-10.593508268583369","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.040310100000018","3","-0.35200000000000037","6"
"17","115","66","-10.992409239429733","15.671784474028305","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.769889999999995","2","-0.6010000000000005","4"
"18","15","358","-7.508855401754802","-9.962350345752373","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.2168400000000001","2","-0.33400000000000024","3"
"19","55","138","-0.4702939491648682","8.174253655170595","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.1436000000000135","2","-0.3830000000000003","5"
"20","25","205","11.195635214154121","0.8523547917801846","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.3171800000000036","2","-0.3330000000000003","5"
"21","15","83","8.457094824607074","-9.754927423010049","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.4659200000000001","2","-0.3410000000000003","2"
"22","85","177","0.2747850956720509","3.837509999120347","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.92182509999997","3","-0.4450000000000004","8"
