"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","125","233","-15.261820137712451","-5.863981294795911","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.094420000000003","2","0.24","2"
"1","25","141","-14.178204129298226","-12.918797885129788","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.022943800000008","3","0.3850000000000001","3"
"2","9.9","294","1.0510258984363752","-5.987316946719558","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.237020000000001","2","0.18699999999999972","6"
"3","85","344","-12.379189259160865","-12.371835732740184","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.99553399999998","3","0.18599999999999994","5"
"4","0","11","3.4851924569065633","-10.692985471843329","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.643669999999998","2","0.2189999999999998","3"
"5","85","60","-2.873068933598004","3.906569198096915","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.07372650000001","3","0.5690000000000004","0"
"6","125","34","6.319294952573952","1.0563366381499626","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.196360000000007","2","0.04899999999999946","8"
"7","85","164","-13.35953912534008","9.96075671618727","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.039977500000006","3","0.3170000000000003","1"
"8","5","141","-15.474209165690409","6.838515179623724","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.523379999999994","2","-0.0820000000000004","9"
"9","115","145","-4.525936024651918","6.878677727990768","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.216790000000012","2","0.291","3"
"10","0","116","-8.44229491160571","9.618529444191243","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.369200000000008","2","-0.039000000000000284","9"
"11","105","176","2.560362921737692","-15.475013556901924","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.925130000000001","2","0.46100000000000035","5"
"12","135","271","-14.166252141320514","14.254513918156944","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14","2","0.15000000000000008","2"
"13","25","293","7.670547728011438","3.1185145106834913","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.013612499999992","3","0.10899999999999935","4"
"14","5","211","-7.181618487501791","-13.280310371956313","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.407959999999994","2","0.10099999999999928","0"
"15","5","30","10.071699199522739","-11.380135291840244","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.794940000000008","2","0.18799999999999936","8"
"16","5","190","11.782477853904458","7.86967768077373","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.246619999999993","2","0.027999999999999435","5"
"17","0","3","-6.505770520506664","13.859787648269338","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.938425200000061","3","0.20400000000000007","7"
"18","0","13","13.837664122678932","8.0244802274281","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.21268","2","0.1799999999999998","8"
"19","55","281","4.774850374858293","-11.958019753228644","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.14556999999999","2","-0.041000000000000876","4"
"20","85","331","-6.794165223135869","-15.064388738785206","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.950254699999974","3","0.09099999999999978","9"
"21","0","127","2.7536386169995204","-4.237487964901585","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.347140000000026","2","0.4380000000000003","7"
"22","15","235","-9.318176098446392","5.310028809280778","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.2096200000000001","2","-0.05300000000000057","9"
"23","35","151","15.36333060375997","5.026722763159235","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.200835000000001","1","0.31200000000000006","5"
"24","85","130","-5.107406777137566","-9.36729177624695","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.000193499999964","3","0.3770000000000002","6"
"25","85","308","-7.543001238805281","3.190756522148236","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.096662200000026","3","0.22199999999999992","1"
"26","115","143","-0.8825467426111614","-1.895666471861544","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.897309999999989","2","0.3000000000000001","0"
"27","9.9","345","-9.316420026571803","13.31145466336665","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.714579999999998","2","0.35500000000000015","0"
"28","135","334","4.612239719398625","-1.8876814239280748","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.247070000000003","2","0.03899999999999981","0"
"29","9.9","226","-3.098845982924096","-4.405844670022391","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.248090000000014","1","0.28000000000000014","9"
"30","25","61","-0.45540677451366574","-8.007954346101972","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.0456596999999914","3","0.22900000000000004","0"
"31","35","339","-13.550130685875937","-9.900909470656776","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.2351","2","0.20899999999999985","4"
"32","0","153","-10.876797636808742","-9.924047574903488","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.32298","2","0.16799999999999998","9"
"33","135","341","-7.90931499072774","-3.622433310389238","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.714549999999997","2","0.3960000000000003","5"
"34","0","72","-5.828082686089093","-10.593406116724248","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.612700000000004","2","0.17099999999999954","3"
"35","85","65","-11.421430266068956","-1.5213999908233689","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.951457799999977","3","0.11899999999999991","8"
"36","115","64","-10.616307137194877","-16.395664030210384","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.788199999999998","2","0.29","5"
"37","0","107","-0.5696150398189417","-2.704225046497196","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.049700000000017","2","0.4850000000000002","7"
"38","135","91","15.725645784114876","-9.713403654712296","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.98358","2","0.40800000000000025","7"
"39","135","38","9.895383193856961","7.156556589530433","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.062710000000001","2","0.26600000000000007","8"
"40","135","124","7.072625275580738","-13.888012929095748","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.5","2","0.28700000000000014","4"
"41","85","161","7.664763237927429","-7.908554805739344","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.0369314000000065","3","0.14199999999999918","9"
"42","55","194","12.420228650577107","3.501884093505539","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.059310000000005","2","0.2879999999999999","8"
"43","135","327","-5.759326429867116","-7.637901578887934","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.988796499999966","3","0.2129999999999997","3"
"44","125","311","5.161753240622511","-8.487771643925356","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.038670000000003","2","-0.0940000000000003","5"
"45","105","220","-16.140587787625307","-10.252388965164371","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.766320000000016","2","0.3970000000000001","0"
"46","0","192","15.839495223597893","-11.11218759427259","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.00208000000001","2","0.402","1"
"47","85","104","-8.4523253678155","14.174355729368681","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.034279200000014","3","0.3049999999999995","2"
"48","95","275","-5.262808758190796","-0.9698713338867846","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.910590000000001","2","0.15899999999999997","1"
"49","115","144","-9.966875428800558","-0.8234189199693374","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.600989999999981","2","0.21599999999999978","8"
"50","85","309","-0.3431264336177086","4.349263940917748","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.995382999999991","3","0.15299999999999978","9"
"51","25","244","-6.007248878511996","3.659652123357522","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9954622000000084","3","0.30500000000000016","5"
"52","5","29","-4.035071744352684","15.867693228125878","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.388659999999998","2","0.28500000000000025","5"
"53","35","329","-4.032980099812983","-4.5773512908292595","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.966109999999995","2","0.1019999999999997","6"
"54","5","313","9.22763938650063","-0.9023869392098848","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.692879999999999","2","0.2789999999999998","2"
"55","115","206","-1.4557714298607967","-2.711096597553685","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.977330799999996","3","0.24799999999999994","2"
"56","135","211","15.58081680992073","3.8665609787435384","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.190199999999999","2","0.5390000000000004","2"
"57","0","225","7.345510860259462","0.09381833906465409","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.481579999999973","2","0.30500000000000005","2"
"58","9.9","95","13.090068860757157","-8.13994808443078","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.715499999999993","2","0.17900000000000005","9"
"59","85","178","3.529771989221131","-4.080187933215839","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.035857900000022","3","0.11099999999999924","8"
"60","115","149","-13.595645995532378","-5.977884188279965","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.975185299999988","3","0.1389999999999999","7"
"61","125","144","7.119503026254356","14.248053773653368","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.968899999999985","2","0.268","3"
"62","115","30","7.105386025078783","1.887003400061475","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.0124975","3","0.10299999999999959","6"
"63","5","353","-2.430624675908185","5.000020143381516","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.471930000000006","2","0.17599999999999993","7"
"64","135","201","10.419123488702605","11.501139590639106","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.887310000000008","2","0.2360000000000002","0"
"65","55","194","14.521808359925354","7.954178804461115","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.283719999999995","2","0.3400000000000002","2"
"66","105","220","8.548714070879189","-0.31317312259868446","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.855230000000003","2","0.2609999999999997","5"
"67","35","155","-5.432963690036196","1.0844871478777383","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.672940000000006","2","0.1299999999999994","9"
"68","125","169","-9.261239908544052","-6.55734880470492","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.667750000000026","2","0.025999999999999503","9"
"69","85","149","-15.470985060314321","13.474769591480236","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.89983479999996","3","0.42999999999999994","3"
"70","85","330","13.484922158084018","7.01585502265569","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.9917025","3","0.10899999999999971","0"
"71","85","333","-0.417868270481236","11.827166538357343","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.977800999999985","3","0.26299999999999957","7"
"72","9.9","40","-15.232033355671113","5.116382663865893","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.487230000000014","2","0.5060000000000003","6"
"73","115","33","13.090279571088857","1.1786152001677452","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.670839999999993","2","0.39700000000000024","7"
"74","0","266","-12.370828705539106","4.307086988190532","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.309250000000018","2","0.17399999999999985","2"
"75","5","16","10.998318321423296","-0.5330118752523793","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.723864999999986","1","0.25499999999999984","2"
"76","105","328","12.4723696457197","3.089794093669473","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.726439999999984","2","0.07499999999999904","6"
"77","85","88","-6.575928940431295","-11.07431229051728","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.933197899999975","3","0.30100000000000016","3"
"78","85","323","-4.342798113131766","-11.621018564034665","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.030376600000006","3","0.22799999999999992","0"
"79","5","106","2.5160739031769057","5.927181096223581","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.081930000000023","2","0.4500000000000001","2"
"80","125","177","-7.315289371426674","10.514092259040279","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.083879999999992","2","0.188","6"
"81","85","255","13.919559372368383","10.328768307706582","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.974427599999993","3","0.18999999999999934","7"
"82","45","207","-5.901583594485158","-10.417767858458301","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.492939999999998","2","0.08699999999999992","5"
"83","5","325","12.85866738642833","-9.2420047354235","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.170980000000009","2","0.14399999999999977","5"
"84","135","291","-5.117753297295859","2.3095589499228764","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.67047","2","0.2669999999999999","5"
"85","0","319","6.398895077413584","-12.909198511635935","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.234469999999998","2","0.2879999999999998","4"
"86","95","123","2.7923018116652947","-0.6331641315687425","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.271310000000001","2","-0.043000000000000295","4"
"87","85","271","-5.615383245609613","6.780447429023121","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.949263499999977","3","0.006999999999999016","8"
"88","25","52","8.331603338768835","-4.55406796882838","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.014719999999996","2","-0.015000000000000166","9"
"89","25","192","-8.304713456692946","-14.513050730609464","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.3204599999999957","2","0.09499999999999961","7"
"90","0","251","-1.8896409770896216","13.396631402668595","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.997889999999988","2","0.3700000000000001","9"
"91","45","338","-11.910675088341614","-16.387290512863785","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.194509999999998","2","0.23600000000000004","6"
"92","35","316","0.1015098058982799","-7.66079501679818","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.899209999999995","2","0.2469999999999999","7"
"93","135","134","-14.464764074822122","14.299011721238482","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.563209999999998","2","0.39800000000000013","1"
"94","35","27","-11.797099095823654","12.229312840108392","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.085503999999958","3","-0.10000000000000014","9"
"95","85","217","-7.759870350376374","-8.090433029707372","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.47115","2","0.34299999999999986","7"
"96","15","294","-12.619524489276573","-6.349430848160931","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.0398141999999904","3","-0.017000000000001025","4"
"97","85","287","-4.5968483600909","8.090628367320834","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.11756","2","0.14299999999999957","3"
"98","105","345","-7.758186632894395","15.008418607768112","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.483670000000005","2","0.029999999999999766","8"
"99","125","313","0.4886686063327997","13.438976145746986","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.884549999999992","2","0.3160000000000001","0"

