"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","0","195","-8.471826294053004","13.692726454952037","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.088983599999981","3","-0.4880000000000004","4"
"1","115","22","14.872598405584736","-9.19508243646712","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.029525699999983","3","-0.44500000000000056","6"
"2","45","174","-7.287087589992207","-6.196599947495944","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.000923999999991","3","-0.48500000000000043","7"
"3","115","202","-2.380013871213785","-10.125200711835566","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.022137099999963","3","-0.5350000000000005","1"
"4","0","104","4.530710907707614","12.995141185002858","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.691580000000009","2","-0.5630000000000004","8"
"5","9.9","352","-5.682900805968694","5.224376247043129","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.58462","2","-0.5820000000000005","9"
"6","0","27","13.150938881515756","-11.829449243226794","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.02983860000002","3","-0.5520000000000004","6"
"7","105","1","4.23834241731484","14.427742049816713","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.8605599999999995","2","-0.3010000000000004","4"
"8","85","178","12.394010658841333","-2.6213321473451296","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.952405699999981","3","-0.4560000000000004","5"
"9","135","246","-0.7978396078453691","6.415135766349649","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.048050000000002","2","-0.4300000000000005","5"
"10","135","33","-8.457376715570948","-7.874021150133135","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.199350000000006","2","-0.7300000000000006","8"
"11","45","215","1.4192289506701021","15.007870095428771","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.628110000000005","2","-0.5070000000000005","7"
"12","45","135","-9.363301404054358","7.597151902839754","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.6006399999999994","2","-0.42900000000000044","4"
"13","95","252","-12.719458404791812","-14.510806601308419","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.975979999999991","2","-0.5760000000000005","6"
"14","95","102","-10.277578105646857","2.231359933888055","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.7502200000000006","2","-0.44400000000000045","7"
"15","25","291","-5.797050987233657","8.473517464402583","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9810162999999972","3","-0.4290000000000003","2"
"16","55","307","-9.707938161099518","14.873762112820884","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.9882275000000083","3","-0.3550000000000005","3"
"17","85","29","6.486195081365324","1.0712428818368323","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.033138100000026","3","-0.3310000000000003","4"
"18","95","160","-6.077337459920244","2.1793722620663036","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.789739999999992","2","-0.4000000000000003","7"
"19","35","213","3.341487606196883","10.653384330273072","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.04787300000001","3","-0.3700000000000003","2"
"20","0","82","-8.118624762079769","-5.75082490304975","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.033274899999988","3","-0.49800000000000044","4"
"21","0","114","-1.7307273761243387","-7.7214495020229394","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.09228","2","-0.3750000000000004","4"
"22","0","196","-5.5717047488502125","-0.14798709996226722","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.877295000000018","1","-0.3170000000000002","6"
"23","135","260","0.27442279332991726","4.131043020152174","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.060970000000006","2","-0.6450000000000006","8"
"24","95","162","14.927705834548833","-1.4256264163164274","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.121729999999958","2","-0.4510000000000007","2"
"25","5","85","-2.4426616081659667","-13.224122278764495","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.084845299999957","3","-0.3770000000000004","5"
"26","85","254","16.057884358331574","11.556403300491075","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.9871108","3","-0.6100000000000004","6"
"27","9.9","136","0.7917245644930349","16.345410118911865","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.180290000000007","2","-0.25600000000000017","0"
"28","9.9","7","14.313681230105717","9.09806084628284","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.92518","2","-0.5180000000000006","5"
"29","85","300","11.702282046856144","8.366738069021965","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.040209400000034","3","-0.46500000000000036","6"
"30","115","14","-15.711699860259658","-9.808111910116002","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.394659999999996","2","-0.6970000000000005","8"
"31","35","269","10.982522913171358","14.736846297081222","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.118860000000002","2","-0.5500000000000004","7"
