"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","95","197","12.741229318350483","5.356875956557098","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.780400000000001","2","0.12099999999999952","0"
"1","25","253","-16.175873641772448","5.293955235014044","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.7073399999999996","2","-0.2100000000000002","3"
"2","25","4","4.780961134488722","4.868443142672724","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9295675000000052","3","-0.15900000000000059","0"
"3","15","42","-2.2262488750261604","14.272190116140205","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.75089","2","0.09399999999999978","4"
"4","15","274","7.925047910940169","15.103617944940956","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.011569999999999","2","0.032999999999999405","9"
"5","15","127","-3.616558436045239","-8.822563664218405","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9953099999999999","2","-0.23600000000000038","9"
"6","0","115","7.118386960887889","-0.2280119074990984","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.577100000000002","2","0.08099999999999942","0"
"7","15","222","-7.9596012260627775","-12.956809864467075","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.021000000000000702","2"
"8","125","121","5.004944902597094","-9.859842902694597","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.402429999999997","2","-0.3270000000000003","7"
"9","5","261","-7.195889762963862","-6.2946113729606665","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.933233700000033","3","-0.14800000000000027","6"
"10","15","201","7.018386844384597","9.392715926765199","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.45200000000000046","9"
"11","25","54","-16.08390711415424","11.461233447984183","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.2501399999999996","2","-0.12100000000000075","0"
"12","25","144","-16.113975227863985","7.946759283249349","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.2533300000000005","1","0.028999999999999745","4"
"13","35","351","10.740663739475625","2.6497119385769823","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.891072900000054","3","-0.05900000000000091","8"
"14","115","36","12.249115821251912","-10.61034852821898","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.8705760999999415","3","-0.16000000000000072","6"
"15","35","144","-14.687842709642108","7.014814016456306","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.969465500000052","3","-0.20800000000000018","8"
"16","85","20","-2.3287228518642245","-0.8107012029621269","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.944106900000009","3","0.055999999999999085","5"
"17","85","240","10.143091552820255","15.380163710864844","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.884360199999953","3","-0.2610000000000006","9"
"18","85","84","-5.443910849296113","-8.622043932403901","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.973646800000014","3","0.1019999999999996","2"
"19","15","265","0.5571600470598139","6.500237829203003","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.2420099999999996","2","-0.11500000000000077","6"
"20","85","0","11.512056397872014","9.85562033194988","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.961497399999987","3","-5.785302792382652E-16","2"
"21","15","319","-9.617762403969362","1.97340682492359","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.09900000000000038","9"
"22","15","84","-10.402230890713788","-9.290921730423081","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.15900000000000009","9"
"23","15","317","-2.5004618154945324","3.467661441716724","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.25593","2","0.11399999999999966","0"
"24","25","26","-6.053559210650046","0.2894903397199269","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.4436400000000003","2","-0.22000000000000025","9"
"25","85","59","3.0206776883754065","-12.287316305341859","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.50241","2","-0.03600000000000118","4"
"26","25","167","-1.6541919147845194","-0.756677908496977","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.7484300000000017","2","-0.06400000000000079","4"
"27","15","349","-14.302175803280452","-15.423726767879053","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.22777","2","-0.15300000000000039","8"
"28","15","252","-14.465925146349337","15.177500297882576","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.03400000000000082","9"
"29","25","282","-2.284228991767179","-14.91709982532396","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.2541200000000003","2","0.08499999999999946","1"
"30","15","96","13.336264252480854","6.223955515388744","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.2090000000000008","8"
"31","45","168","-5.044459904658267","-1.859502405934827","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.25347","2","0.25599999999999956","2"
"32","25","142","-11.06556427981883","-12.316718608190278","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9987000000000001","2","-0.00800000000000023","8"
"33","55","310","6.47216859669229","1.4083806374454353","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.239979999999995","2","-0.042000000000000676","5"
"34","15","78","-6.288105205598757","-6.8199716045245395","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.98832","2","-0.11000000000000065","9"
"35","45","316","3.064453139017189","-2.404212504320591","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.7456499999999995","2","-0.08300000000000055","6"
"36","105","169","3.2969994329896637","5.208934345700559","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.041180000000001","2","-0.09700000000000077","4"
"37","25","188","4.468547560651118","12.116664981278856","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.8817398000000154","3","-0.2610000000000004","9"
"38","55","331","-4.6781253039984305","-13.656551108471035","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.2479","2","0.0189999999999996","2"
"39","45","328","-15.585639943355567","-13.578807322574917","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.2461300000000004","2","0.18099999999999972","3"
"40","15","218","-7.3373663280881445","-9.28845359217564","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.2515599999999993","2","-0.014000000000001046","5"
