"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","105","114","2.936374518665637","14.324394575946428","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.90824909999995","3","-0.4170000000000004","8"
"1","0","106","-12.249145393054594","-6.127959113170693","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.039509999999995","2","-0.6030000000000005","3"
"2","85","323","5.487004993705241","-6.2081997569321885","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.962635899999992","3","-0.4560000000000008","4"
"3","85","89","3.4487674133740933","7.494026488074024","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.044657500000016","3","-0.44200000000000045","3"
"4","45","36","-7.112741010654036","10.472854751879638","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.228195","1","-0.2730000000000004","1"
"5","15","55","9.622602392174421","2.756776045951427","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.4220000000000004","7"
"6","85","111","-8.207898380595147","-4.491619108489154","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.954725799999973","3","-0.20200000000000018","1"
"7","15","344","-10.695641203284566","-2.7646779714059546","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.2011699999999998","2","-0.5530000000000004","6"
"8","105","230","6.910093404478605","-11.555996036766922","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.201799999999992","2","-0.3690000000000003","9"
"9","15","201","10.09719337276672","15.02846554308316","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.4783099999999998","2","-0.36100000000000065","3"
"10","45","132","-9.771221317756304","-12.655934038347969","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.8667","2","-0.3780000000000003","2"
"11","15","24","4.285564292062104","-11.143102570836955","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.1772099999999999","2","-0.4610000000000004","2"
"12","25","326","6.820277493380077","-3.8522106280193107","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.21983","2","-0.33400000000000024","8"
"13","85","209","-10.994341310158672","-9.233103592567618","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.2297700000000065","2","-0.5370000000000005","9"
"14","85","42","-1.6983600684317124","-4.7550189474624265","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.627999999999991","2","-0.2810000000000006","1"
"15","95","64","7.342036370067508","-16.374739490339863","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.197689999999996","2","-0.5820000000000004","6"
"16","5","282","-11.585549354678674","7.09334067884364","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.305549999999988","2","-0.4130000000000007","2"
"17","15","116","8.75427566292123","-6.083720363734363","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.99473","2","-0.26500000000000024","3"
"18","105","71","2.743592316982445","-6.588162580681544","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.59598","2","-0.4730000000000005","7"
"19","25","165","15.93818886715053","-12.636385371328304","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9510349000000016","3","-0.49000000000000077","2"
"20","85","162","2.4912613579447855","-8.036845955585383","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.937654899999987","3","-0.38900000000000023","9"
"21","85","204","-5.855215537045877","4.014587224243366","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.072202000000012","3","-0.6510000000000005","7"
"22","15","21","-9.52535263462798","-13.534110989770383","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.00895","2","-0.7340000000000007","2"
"23","9.9","54","8.09481506882075","-14.596457838146566","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.879049999999992","1","-0.4460000000000005","1"
"24","15","260","8.850223427020737","-13.173287743158019","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9245057000000003","3","-0.3880000000000005","2"
"25","95","155","15.18402962892624","-5.81154851424088","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.40418","2","-0.5600000000000004","7"
"26","85","348","-8.571016321934064","4.736301776258834","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.987035499999985","3","-0.4830000000000003","1"
"27","115","306","-15.086346508876753","13.385275346531447","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.460989999999997","2","-0.2940000000000002","2"
"28","115","67","-9.505283186365112","-12.66125226712963","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.024908199999988","3","-0.5600000000000009","4"
"29","55","97","-15.465007604876195","-0.9116751686165476","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.012415100000007","3","-0.3710000000000004","8"
"30","45","151","5.084092713318556","-10.048657319923361","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.3570800000000003","2","-0.5160000000000005","3"
"31","25","317","2.253003790532369","-10.435315064855613","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.037129999999996","2","-0.3530000000000003","6"
"32","135","288","14.628265391639795","-10.51222741924573","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.964056600000095","3","-0.45200000000000046","2"
"33","85","120","-14.244179303556805","3.988149657213082","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.930543499999973","3","-0.6510000000000006","5"
"34","5","150","13.865395698061098","11.104802023534095","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.656439999999996","1","-0.3420000000000002","0"
"35","55","325","10.687192400824532","-15.836184096901828","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.817229999999997","2","-0.5910000000000005","8"
"36","35","153","6.724815643570819","-7.665631332044461","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.055227599999977","3","-0.6090000000000004","8"
"37","55","292","-8.43014101085737","-0.8300899872183454","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.7200500000000036","2","-0.2640000000000005","3"
"38","0","285","14.908919623168632","6.9521007216115684","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.762939999999997","2","-0.5330000000000004","8"
"39","25","144","11.634850661696488","-11.915201675330211","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9981709000000056","3","-0.4590000000000006","4"
"40","45","304","-10.89068077341657","-3.5936433458136303","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.1264499999999993","2","-0.4200000000000007","5"
"41","15","354","11.140256852104693","1.6497042761686525","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.3920000000000003","8"
"42","85","38","10.452499288874018","5.255377475889684","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.961000599999998","3","-0.5270000000000008","4"
"43","95","26","-2.15393180944962","-14.95325737691429","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.21036999999999","2","-0.48500000000000043","1"
"44","85","108","-9.979803714331709","-10.875215102361013","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.087539999999998","2","-0.3970000000000007","3"
"45","15","21","2.9154880211869805","-11.366385057287243","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.44000000000000106","5"
