"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","85","61","8.832919831299309","7.49087968433556","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.8413271999999195","3","-0.026000000000000207","6"
"1","25","21","-8.921988793607722","-1.5808974594819165","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.7182100000000013","2","-0.17000000000000032","0"
"2","45","154","-6.187478209276677","1.039374728548512","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.74814","2","-0.055000000000001104","3"
"3","35","285","9.591567408468613","5.809417706798946","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.891368200000056","3","-0.43500000000000033","9"
"4","15","222","-14.70386145393586","-8.772720048575085","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.8488848999999998","3","-0.13700000000000034","4"
"5","85","303","-15.699182319795487","15.528271980835676","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.868208599999957","3","-0.23300000000000043","5"
"6","15","153","-7.982361268752707","0.44997832337517885","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.24496","2","-0.12600000000000017","6"
"7","85","24","-4.7586797619314085","-14.372356727473328","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.8794227999999435","3","-0.27300000000000046","0"
"8","15","263","6.324711686987932","-8.43066622087865","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.7371000000000002","2","-0.13700000000000023","8"
"9","85","255","-16.442248649195736","1.8329402399481687","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.910907099999961","3","-0.4140000000000004","6"
"10","105","154","-5.873254462063363","-14.388582673422574","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.926041299999976","3","-0.13700000000000026","4"
"11","55","26","10.240451193644278","0.49876946682240875","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.8766895000000163","3","-0.3630000000000002","7"
