"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","15","40","1.2534656855583868","-6.725410203103808","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.7401800000000001","2","-0.24700000000000016","1"
"1","125","242","-2.7731448068083218","-15.675243346195206","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.020378399999972","3","-0.23000000000000037","2"
"2","15","112","1.169682851267802","-5.902630978920532","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.7369100000000002","2","-0.32800000000000035","3"
"3","35","22","-14.028836005056661","11.41084368093248","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.886139400000081","3","-0.16500000000000023","4"
"4","45","109","-12.92276837075134","-5.091744894593506","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.210739999999999","2","-0.41400000000000037","7"
"5","25","94","-9.57943817413735","-12.65834585500483","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.7100399999999996","2","-0.1300000000000002","3"
"6","45","354","6.5002567110085625","14.435929758542827","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.2104299999999992","2","-0.13600000000000015","6"
"7","105","177","7.2993861824219115","-6.606895610793284","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.136439999999996","2","-0.32600000000000035","4"
"8","85","179","-15.405446385982472","-12.397395700390913","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.937154299999967","3","-0.09800000000000034","9"
"9","15","213","-1.689299689123525","2.7574403529782394","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.4916399999999999","2","-0.16700000000000026","6"
"10","25","122","-4.553440140434915","0.6293566764865306","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.5134149999999986","1","-0.2140000000000004","4"
"11","55","107","1.5986661351927025","7.926954335186558","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.179370000000002","2","-0.3250000000000002","6"
"12","45","181","3.9693325008923366","-9.04388497995642","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.6015499999999943","2","-0.1990000000000004","2"
"13","25","230","5.650830261482064","7.075371401532282","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.7127200000000007","2","-0.28900000000000037","9"
"14","15","131","-0.6138525184367384","-16.380569199705477","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.74851","2","-0.14900000000000016","8"
"15","15","316","8.17224281962021","-3.6835128384783737","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9056107999999998","3","-0.20300000000000068","2"
"16","45","12","15.038342869481049","-3.8530065642433287","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.4698600000000006","2","-0.38000000000000056","8"
"17","35","23","3.4001730350964925","-16.401482185778296","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.260569999999996","2","-0.3460000000000005","5"
"18","95","43","-2.643930765994268","14.549240568522125","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.503919999999999","2","-0.05300000000000038","1"
"19","5","99","12.634232667483941","-14.473589244232873","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.953027800000015","3","-0.18100000000000077","1"
"20","45","296","-13.02071304846767","-1.0656891578092478","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.2492500000000084","2","-0.2560000000000007","8"
"21","35","327","7.684107535976089","7.029993176375004","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.951796299999996","3","-0.0350000000000013","7"
"22","55","134","-2.3799794648266444","-16.191594410078135","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.7182","2","-0.38900000000000023","3"
"23","85","80","-0.623816900849809","-12.993291879555791","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.974926399999982","3","-0.2060000000000004","2"
"24","25","242","-11.280284145588158","-6.770765899195326","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.082104999999999","1","-0.28600000000000037","3"
"25","15","79","2.585420618066462","12.261837543238366","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.50114","2","0.11400000000000016","2"
"26","25","232","-13.112906470823361","0.12700577768690202","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.3533299999999997","2","-0.19800000000000065","6"
"27","15","340","9.369289204238008","2.195866559513659","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.044000000000000414","7"
"28","55","355","1.266960842981349","-9.2388791875658","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.695289999999998","2","-0.17600000000000104","3"
"29","15","200","-2.306057169201106","-14.463017794614123","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.6889599999999996","2","-0.14800000000000002","6"
"30","85","227","6.044534190626956","8.576164691364763","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.080109999999995","2","-0.1280000000000001","5"
"31","15","60","-15.212550901948633","-11.750118574979318","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.3170000000000005","9"
"32","0","340","6.6343241507652175","0.23128041429572388","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.002988700000046","3","-0.1860000000000003","4"
"33","15","289","-3.4132924622078855","-6.746019920754712","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.74941","2","-0.05900000000000114","0"
"34","5","130","8.97690097288815","-8.307729941671962","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.99609320000009","3","-0.26300000000000046","9"
"35","85","159","-1.681905773766405","12.35725621942297","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","4.9428098999999674","3","-0.1300000000000006","2"
"36","55","170","-3.774133310119746","-5.0954342161946","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","3.956229999999999","2","-0.14100000000000057","5"
"37","15","129","4.385587926326736","4.550947905710302","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.99601","2","-0.19700000000000023","6"
"38","95","46","15.054881522637425","10.554005324731396","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.696539999999994","2","-0.24600000000000044","9"
"39","15","286","-16.204559609988312","1.9404486167863353","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.75","2","-0.4520000000000005","8"
"40","15","213","-5.872755234834185","10.064050555409136","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.5","2","-0.3230000000000003","1"
"41","25","258","-11.423015449243685","10.557873056071573","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.9996100000000052","2","0.01399999999999963","6"
