"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","0","334","15.099322564901694","-16.205225947287502","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.726939999999974","2","-0.17000000000000037","0"
"1","25","206","4.750489780287979","8.37214270696775","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","1.6317200000000005","2","-0.19000000000000053","1"
"2","115","353","5.180909590059966","-9.759541648711735","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","7.7668399999999975","2","-0.02600000000000061","0"
"3","5","311","5.13515683609727","-3.59503466408469","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.942350000000008","2","0.08599999999999929","6"
"4","85","117","0.07960921069868943","5.390239522212373","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.00226050000001","3","-0.12300000000000084","3"
"5","9.9","191","10.876181991016061","2.4112310705729207","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.780340000000002","2","-0.08300000000000002","0"
"6","135","66","13.987653016120305","12.286422055804312","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.5","2","-0.24200000000000077","5"
"7","25","231","12.760328848236576","1.573944112214127","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","2.003221699999997","3","-0.3930000000000003","4"
"8","9.9","119","7.066536012946282","-1.5673747418964474","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.19077","2","-0.5430000000000005","8"
"9","9.9","274","0.843370927080808","-12.896681883828785","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.48805","2","-0.32600000000000035","8"
"10","5","268","-13.33913763779752","-4.693120269213494","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.076717899999975","3","-0.5870000000000005","9"
"11","115","333","0.5820936906266967","10.01694441548413","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.0172538","3","-0.2670000000000005","6"
"12","0","326","8.963419112539546","-7.266620649111284","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.120660000000003","2","-0.2790000000000004","7"
"13","85","100","-2.331647672569005","-6.748721703925859","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.059431300000012","3","-0.1430000000000008","1"
"14","135","52","-12.760102140241452","4.90897707079092","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.987683599999974","3","-0.10600000000000058","3"
"15","9.9","76","14.650527510948033","-16.28556627719125","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.516670000000003","2","-0.09800000000000006","5"
"16","105","262","-9.655164286807384","-3.383615445568793","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.837500000000001","2","-0.17200000000000004","3"
"17","135","64","1.8922558136349483","8.83545403188661","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.281729999999996","2","-0.1960000000000001","8"
"18","135","235","-14.10624781885639","12.87895390620278","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.784839999999999","2","-0.3240000000000003","2"
"19","15","188","-5.5057763855776445","6.438441715691743","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.9884599999999997","2","-0.12200000000000115","6"
"20","5","210","15.59705558942153","11.67615022168912","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.537879999999994","2","0.0029999999999995594","4"
"21","115","109","-0.6159826712582785","4.172685492676141","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.024540799999993","3","-0.23800000000000027","6"
"22","105","200","1.6810908191402723","6.775415939004915","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.984150499999992","3","-0.019999999999999914","6"
"23","35","265","-7.3994717253565785","8.684690785820806","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.092598599999913","3","-0.35100000000000037","7"
"24","85","64","-8.086982013493397","-12.830165166983054","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.059194300000014","3","-0.20400000000000057","1"
"25","5","263","-14.411669644115673","-0.7735032441902743","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.862020000000015","2","-0.4550000000000004","8"
"26","5","271","6.025509890057904","-7.634678167802033","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.836750000000002","2","-0.2060000000000007","2"
"27","9.9","144","-6.859789944878234","-8.241780356033233","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.447105000000002","1","-0.20100000000000082","3"
"28","135","100","-15.266929764693899","-0.23704535837712104","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.709970000000007","2","0.03199999999999914","0"
"29","5","350","-3.1479453078894317","12.893721651144924","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.295979999999998","2","-0.24500000000000033","1"
"30","135","155","-9.99287293632255","-3.420980780746326","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.00679","2","-0.34100000000000047","9"
