"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","nextIndex","directed-links","ticks","centers","dt","max-voting-age","min-voting-age","non-usage-limit","people"
"-16","16","-16","16","0","nobody","100","""NEITHER""","19998","50","0","80","18","100","100"

