"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","vote","age-category","trust","credibility"
"0","85","85","8.974734439090621","-6.95062516883627","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.025261999999996","3","0.6880000000000004","9"
"1","125","261","-14.596203601527455","1.6937846362083586","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.960469999999981","2","0.5510000000000002","4"
"2","9.9","141","7.830594712444617","-14.643436333797307","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.963140000000003","2","0.13099999999999934","8"
"3","135","126","9.252049563524766","4.939019801477329","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.03872","2","0.7140000000000005","4"
"4","15","301","-8.023478796303559","-14.49398256059641","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","0.7723500000000001","2","0.4510000000000002","9"
"5","85","304","1.961988214177082","-9.441847199863226","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.084281800000027","3","0.4820000000000002","9"
"6","5","160","-5.474282249982297","1.7141056496874763","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.44477","2","0.4470000000000003","5"
"7","85","165","1.9790523070520976","13.975087658423003","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.041007599999999","3","0.5000000000000002","6"
"8","105","204","-14.614187441159595","5.04801052454059","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","6.6401700000000154","1","0.42100000000000026","8"
"9","85","10","13.000953093829825","-5.054105860771716","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.026653899999997","3","0.5740000000000003","8"
"10","35","271","1.5455321750642694","-9.521494125584178","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","9.922920000000016","2","0.45100000000000007","3"
"11","9.9","256","12.92925227228544","-16.220820442085547","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.49232","2","0.6370000000000003","8"
"12","85","137","-6.065036813513184","-11.198640564279719","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","5.016925600000002","3","0.505","9"
"13","0","71","-4.350968161572908","-6.4364552082379305","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","11.324109999999996","2","0.6080000000000004","3"
"14","135","153","4.02542195539992","-7.092406654731946","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","14.5","2","0.6930000000000005","1"
"15","135","120","-3.25294176097169","3.4539695141323543","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","13.84710999999999","2","0.5680000000000003","1"
"16","0","253","-0.29785622181286997","-7.8211773634342014","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.922179999999996","2","0.49600000000000033","3"
"17","5","323","16.265369651595453","-15.533830647069173","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","12.05420099999998","3","0.454","4"
"18","35","178","13.527399348433859","-1.680859107148779","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.04176119999993","3","0.6090000000000004","5"
"19","0","79","1.330706938771593","0.9630922349063672","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","10.563520000000002","2","0.42299999999999993","8"
"20","125","265","-3.0755551982652802","-7.924914176427496","""person""","""""","9.9","{all-turtles}","false","1","1","""up""","8.66370000000001","2","0.4300000000000002","8"
